id,fecha,categoria_post,texto_original,sentimiento
181,2024-02-17,Cortes_Programados,Se nota la mejora en la calidad y estabilidad de la tensión luego de los trabajos en Costanera!!! @lucas_martinez #IluminacionLED,1
182,2024-05-11,Cortes_Emergencia,Explotó un transformador en la esquina y salieron chispas por todos lados en Las Flores @electrin_oficial #ReclamoElectrin #PésimoServicio 👎🤬,0
183,2024-08-03,Cortes_Programados,Buena iniciativa de publicar los mapas interactivos de corte en Instagram en Microcentro!!! @claudia_v #BuenaAtencion #ExcelenteServicio,1
184,2024-03-25,Facturacion_MediosPago,"Pude adherirme al pago sin papel en dos minutos, muy práctico y ecológico",1
185,2024-01-26,Facturacion_MediosPago,La descarga de boletas desde la web es instantánea y sin complicaciones en Barrio Sur 💡👏 https://electrin.com.ar/info/84124,1
186,2024-10-16,Atencion_Cliente,"Una belleza de servicio técnico, vinieron, miraron el transformador y se fueron #BajaTension 🤬",0
187,2024-02-13,Cortes_Programados,"Genial la puntualidad de Electrín, prometieron luz a las 12 y siguen durmiendo en Las Acacias @carlos_rodriguez",0
188,2024-04-26,Cortes_Emergencia,Impecable respuesta operativa ante la emergencia climática de anoche @ferreteria_sur,1
189,2024-01-06,Obras_Mantenimiento,Postes viejos de madera podridos que nunca reemplazan por columnas de hormigón... un desastre!! #CorteDeLuz 🕯️🔌🚫,0
190,2024-11-22,Obras_Mantenimiento,Postes viejos de madera podridos que nunca reemplazan por columnas de hormigón en Barrio Sur #PésimoServicio #SinLuz 🤬🤦‍♂️🕯️,0
191,2024-03-09,Obras_Mantenimiento,Mucho anuncio de obras e inversión en redes pero la tensión sigue cayendo a 180V en Microcentro @juanpablo_92 #ZonaAfectada 😭🤬,0
192,2024-09-22,Obras_Mantenimiento,Rompieron la vereda recién hecha para pasar un cable y la dejaron sin revocar... un desastre!! #SinLuz #CorteDeLuz 🔌🚫🕯️,0
193,2024-02-06,Cortes_Emergencia,Muchas gracias por cortar la luz justo cuando empezaba a cocinar la cena en San Cayetano @sofi_alvarez #SinLuz #ElectrinVerguenza,0
194,2024-11-14,Facturacion_MediosPago,La descarga de boletas desde la web es instantánea y sin complicaciones @electrin_reclamos 💡👏,1
195,2024-11-05,Facturacion_MediosPago,No me envían la factura digital al mail y después cobran recargo por mora en Parque Residencial... un desastre!! #QueremosLuz 👎😤,0
196,2024-05-16,Cortes_Programados,Prometieron restablecer a las 14hs y seguimos esperando a oscuras en Altos del Valle... un desastre!! #SinLuz 😤🕯️,0
197,2024-07-25,Cortes_Emergencia,"Qué maravilla de servicio, justo en la final del partido nos dejan a oscuras en San Francisco... un desastre!! @vecinos_activos #EmergenciaElectrica #BajaTension 🤦‍♂️",0
198,2024-11-16,Atencion_Cliente,Qué linda sorpresa el aumento del triple en la factura de este mes en La Alborada #BastaDeCortes #SinLuz 😭,0
199,2024-09-29,Atencion_Cliente,Tengo el número de reclamo abierto hace dos semanas y nadie me da una solución @carlos_rodriguez #ElectrodomesticosRotos 😭,0
200,2024-11-09,Atencion_Cliente,Cierran los reclamos en el sistema como 'solucionado' cuando la luz sigue cortada... un desastre!!,0
201,2024-06-23,Obras_Mantenimiento,Pedí la conexión de medidor para obra nueva hace tres meses y sigo esperando en Barrio Centro @electrin_reclamos #ElectrinVerguenza #BajaTension ⚡❌⚡❌🤦‍♂️,0
202,2024-05-09,Atencion_Cliente,"Excelente atención del operador telefónico, muy amable y resolutivo #IluminacionLED 👍🙌🙌",1
203,2024-09-01,Cortes_Programados,Información clara y transparente sobre las zonas afectadas y tiempos estimados en Villa San Martín @ferreteria_sur #EnergiaElectrica #ExcelenteServicio,1
204,2024-06-06,Cortes_Emergencia,"Se cortó la luz de golpe sin aviso, no anda nada en Barrio Sur... un desastre!! 🔌🚫👎🔌🚫",0
205,2024-04-13,Facturacion_MediosPago,Están cobrando consumo estimado en lugar de venir a tomar la lectura real del medidor,0
206,2024-11-28,Obras_Mantenimiento,Las obras de soterramiento de cables quedaron impecables y muy prolijas en Villa San Martín #ElectrinResponde 👍🔝,1
207,2024-11-09,Facturacion_MediosPago,El sistema no reconoce el comprobante de pago de Pago Fácil en San Francisco @comercio_local #ReclamoElectrin #QueremosLuz 🤦‍♂️,0
208,2024-03-19,Cortes_Emergencia,"Genial la puntualidad de Electrín, prometieron luz a las 12 y siguen durmiendo en Parque Residencial... un desastre!! #BajaTension #CorteDeLuz 🤦‍♂️👎",0
209,2024-02-18,Obras_Mantenimiento,Las obras de soterramiento de cables quedaron impecables y muy prolijas en Microcentro,1
210,2024-06-16,Atencion_Cliente,"Pésima gestión de reclamos, los empleados no tienen información actualizada 😡😭",0
211,2024-03-09,Facturacion_MediosPago,Reclamé por sobrefacturación y la única respuesta fue 'pague y después vemos' @laura_estilista 🤬⚡❌ https://electrin.com.ar/info/19a99,0
212,2024-02-11,Obras_Mantenimiento,Felicitaciones por la nueva iluminación LED en toda la avenida principal en Barrio Norte @carlos_rodriguez #Recomendado,1
213,2024-03-26,Facturacion_MediosPago,Están cobrando consumo estimado en lugar de venir a tomar la lectura real del medidor en San Francisco... un desastre!! #PésimoServicio #ReclamoElectrin 😡😡😭,0
214,2024-11-04,Cortes_Emergencia,"Divina la respuesta de soporte, me dijeron que compre un grupo electrógeno 🤦‍♂️😤 https://electrin.com.ar/info/89b9f",0
215,2024-10-14,Facturacion_MediosPago,La consulta de saldo por WhatsApp es instantánea y muy cómoda en Barrio Centro!!! #Recomendado 🔝😀,1
216,2024-02-14,Cortes_Programados,Siempre cortan en el mismo sector y las obras nunca se terminan... un desastre!! #BastaDeCortes #ElectrinVerguenza 😤🔌🚫,0
217,2024-09-13,Cortes_Emergencia,Hubo demora en la atención telefónica pero el operador que me tocó fue súper amable y resolutivo #ExcelenteServicio #IluminacionLED 💪🙌👍,1
218,2024-04-04,Obras_Mantenimiento,"Inversión que se ve en hechos, la red eléctrica del barrio está mucho más moderna en Altos del Valle 😀",1
219,2024-08-02,Cortes_Programados,Nos dejaron sin suministro a todo el barrio y nadie da explicaciones en Palermo Viejo... un desastre!! #ElectrinVerguenza #EmergenciaElectrica 🔌🚫😭🤬,0
220,2024-11-29,Atencion_Cliente,Seguimiento impecable del reclamo hasta confirmar que teníamos servicio normal en San Cayetano!!! @sofi_alvarez 🔝🙌 https://electrin.com.ar/info/0fc36,1
221,2024-03-22,Facturacion_MediosPago,Quise adherirme al débito automático y me debitaron dos veces la misma boleta... un desastre!! 😭🕯️,0
222,2024-07-04,Obras_Mantenimiento,Felicitaciones por la nueva iluminación LED en toda la avenida principal @claudia_v #Eficiencia 🙌⚡,1
223,2024-08-29,Obras_Mantenimiento,Colocaron nuevo cableado preensamblado en el barrio y ya no hay parpadeos de luz @claudia_v #ElectrinResponde #LuzEnElBarrio ✅,1
224,2024-10-14,Atencion_Cliente,Qué linda sorpresa el aumento del triple en la factura de este mes en Las Flores #CorteDeLuz 🤦‍♂️🤦‍♂️🤦‍♂️,0
225,2024-01-14,Atencion_Cliente,Tengo el número de reclamo abierto hace dos semanas y nadie me da una solución en Barrio Centro #ReclamoElectrin ⚡❌😡⚡❌ https://electrin.com.ar/info/0e747,0
226,2024-02-01,Cortes_Programados,Tuvimos baja tensión un par de horas pero la respuesta de la guardia técnica fue muy buena en San Francisco #ObrasElectrin #GraciasCuadrilla 😀✅ https://electrin.com.ar/info/0fcb6,1
227,2024-03-09,Cortes_Programados,Excelente que avisen con 48hs de anticipación con mapa claro de las zonas en Zona Industrial 🙌,1
228,2024-03-31,Atencion_Cliente,Cierran los reclamos en el sistema como 'solucionado' cuando la luz sigue cortada en Costanera 👎,0
229,2024-10-20,Cortes_Emergencia,"Toda la cuadra sin luz y el alumbrado público apagado, zona liberada #ZonaAfectada #Desastre 💔😡",0
230,2024-08-30,Cortes_Emergencia,"Se siente olor a quemado en la caja térmica de la entrada, manden cuadrilla ya en Costanera 🤦‍♂️🤦‍♂️⚡❌",0
231,2024-11-26,Cortes_Emergencia,Hay cables caídos con tensión en plena vereda y es un peligro para los chicos... un desastre!! @lucas_martinez 😡💔😤,0
232,2024-07-21,Obras_Mantenimiento,Postes viejos de madera podridos que nunca reemplazan por columnas de hormigón en Santa Rita @carlos_rodriguez #QueremosLuz 😡,0
233,2024-04-26,Cortes_Emergencia,Muchas gracias a los chicos de la cuadrilla que vinieron en plena tormenta y cambiaron el transformador rapidísimo en Santa Rita!!! @carlos_rodriguez 🔝👏,1
234,2024-05-23,Obras_Mantenimiento,Postes viejos de madera podridos que nunca reemplazan por columnas de hormigón en San Francisco @lucas_martinez 🕯️😤💔 https://electrin.com.ar/info/2f734,0
235,2024-02-11,Cortes_Programados,"Tercer corte programado en la semana, no se puede vivir así en Villa San Martín 🤦‍♂️😤🤬",0
236,2024-04-28,Facturacion_MediosPago,Muy buena la bonificación por ahorro de energía en el último bimestre!!!,1
237,2024-10-13,Atencion_Cliente,"Bárbaro el plan de mantenimiento, cortan la luz todos los días pero la tensión sigue en 170V en Las Acacias @vecinos_activos #BajaTension #EmergenciaElectrica 🔌🚫😭 https://electrin.com.ar/info/9414f",0
238,2024-10-12,Atencion_Cliente,"Pésima gestión de reclamos, los empleados no tienen información actualizada en Barrio Norte #ReclamoElectrin 😤💔",0
239,2024-04-06,Cortes_Programados,"Un desastre la duración del corte, superó por el doble lo anunciado #ReclamoElectrin",0
240,2024-09-22,Cortes_Programados,"Agradezco la precisión del horario informado, pude organizar mi trabajo sin problemas en Parque Residencial #ExcelenteServicio 💡",1
241,2024-07-21,Obras_Mantenimiento,Las obras de soterramiento de cables quedaron impecables y muy prolijas!!! #Eficiencia 👏👏,1
242,2024-02-04,Cortes_Programados,"Agradezco la precisión del horario informado, pude organizar mi trabajo sin problemas en Los Aromos!!! 💡",1
243,2024-06-06,Atencion_Cliente,Se tardó la obra de cableado pero la iluminación LED del barrio quedó excelente en Altos del Valle ✅😀,1
244,2024-07-03,Atencion_Cliente,El bot de WhatsApp da vueltas en círculos y nunca te pasa con un operador humano en San Francisco... un desastre!! 😭,0
245,2024-03-25,Cortes_Emergencia,"Poste de luz quebrado a punto de caer sobre una casa, vengan urgente en Altos del Valle... un desastre!! #ElectrodomesticosRotos 😤😤🤦‍♂️",0
246,2024-11-20,Obras_Mantenimiento,"Inversión que se ve en hechos, la red eléctrica del barrio está mucho más moderna en San Cayetano #ElectrinResponde #LuzEnElBarrio",1
247,2024-09-05,Atencion_Cliente,"Pésima gestión de reclamos, los empleados no tienen información actualizada en Parque Residencial... un desastre!! 🤦‍♂️😡",0
248,2024-10-29,Obras_Mantenimiento,Muchas gracias por cortar la luz justo cuando empezaba a cocinar la cena en Las Acacias... un desastre!! @taller_mecanico 🤦‍♂️👎 https://electrin.com.ar/info/58252,0
249,2024-08-23,Facturacion_MediosPago,"Estuvimos sin luz un rato por el rayo pero el servicio volvió antes de lo previsto, gracias en Parque Residencial #Compromiso 🔝😀",1
250,2024-09-25,Cortes_Emergencia,"Se cortó la luz de golpe sin aviso, no anda nada en Palermo Viejo #PésimoServicio 💔🔌🚫",0
251,2024-06-14,Obras_Mantenimiento,"Inversión que se ve en hechos, la red eléctrica del barrio está mucho más moderna en Barrio Norte!!! @diego_vecino",1
252,2024-10-29,Obras_Mantenimiento,Hicieron zanjeo en la vereda para cambiar cables y dejaron el pozo abierto sin tapar... un desastre!! #ElectrinVerguenza #QueremosLuz,0
253,2024-09-08,Facturacion_MediosPago,"La nueva app móvil funciona de diez, pagué la factura en un clic con débito en Las Acacias!!!",1
254,2024-05-06,Facturacion_MediosPago,"El código QR para pagar en la web no funciona, no valida el comprobante en Barrio Sur ⚡❌",0
255,2024-06-14,Atencion_Cliente,Cierran los reclamos en el sistema como 'solucionado' cuando la luz sigue cortada en San Cayetano... un desastre!! @carlos_rodriguez,0
256,2024-01-16,Cortes_Programados,"Avisaron puerta por puerta en el barrio comercial, muy profesionales 👍💡👍",1
257,2024-05-03,Cortes_Programados,Prometieron restablecer a las 14hs y seguimos esperando a oscuras en Barrio Centro... un desastre!! #QueremosLuz,0
258,2024-10-11,Facturacion_MediosPago,"La app para pagar con débito se cae siempre a fin de mes, da error de conexión en San Cayetano... un desastre!! @diego_vecino 🤦‍♂️😭",0
259,2024-04-16,Cortes_Programados,"Agradezco la precisión del horario informado, pude organizar mi trabajo sin problemas en Costanera @carlos_rodriguez ✅⚡⚡",1
260,2024-09-07,Atencion_Cliente,"La atención en la oficina central fue pésima, te atienden de mala gana... un desastre!! @laura_estilista 🤬 https://electrin.com.ar/info/91a79",0
261,2024-05-20,Atencion_Cliente,Divino el calor que hace adentro de casa sin ventilador ni heladera en Villa Belgrano #SinLuz #ElectrinVerguenza 🕯️😡⚡❌,0
262,2024-02-22,Cortes_Programados,"Tercer corte programado en la semana, no se puede vivir así en Microcentro @mariana_gomez #PésimoServicio 👎😤💔",0
263,2024-02-11,Cortes_Programados,"Tercer corte programado en la semana, no se puede vivir así en Santa Rita @lucas_martinez #ElectrinVerguenza 💔",0
264,2024-11-03,Cortes_Emergencia,"Toda la cuadra sin luz y el alumbrado público apagado, zona liberada en Costanera 🤦‍♂️😡⚡❌",0
265,2024-11-17,Facturacion_MediosPago,Reclamé por sobrefacturación y la única respuesta fue 'pague y después vemos' @electrin_reclamos,0
266,2024-06-22,Cortes_Emergencia,"Poste de luz quebrado a punto de caer sobre una casa, vengan urgente en Parque Residencial @vecinos_activos #QueremosLuz #Desastre 💔🤦‍♂️",0
267,2024-09-08,Cortes_Programados,La factura vino un poco más cara pero la app para pagar en cuotas ayudó bastante en Palermo Viejo!!! 💪,1
268,2024-09-20,Facturacion_MediosPago,La factura digital llega siempre puntual al correo electrónico con recordatorio en Las Acacias @juanpablo_92 ⚡,1
269,2024-08-08,Obras_Mantenimiento,Qué linda sorpresa el aumento del triple en la factura de este mes... un desastre!! 😤⚡❌ https://electrin.com.ar/info/e0e71,0
270,2024-07-08,Facturacion_MediosPago,"La app para pagar con débito se cae siempre a fin de mes, da error de conexión en Barrio Norte @lucas_martinez #BastaDeCortes 🕯️🕯️ https://electrin.com.ar/info/a27f5",0
271,2024-08-25,Facturacion_MediosPago,Pagué la factura hace una semana y me siguen intimando con el aviso de corte en Altos del Valle... un desastre!! @mariana_gomez #BastaDeCortes 🕯️,0
272,2024-05-15,Atencion_Cliente,Divino el calor que hace adentro de casa sin ventilador ni heladera en San Cayetano... un desastre!! #EmergenciaElectrica 😤💔,0
273,2024-05-02,Atencion_Cliente,El trámite de cambio de titularidad fue 100% online y se aprobó en 24 horas en Los Aromos #ElectrinResponde ✅🔝 https://electrin.com.ar/info/c4b49,1
274,2024-11-23,Atencion_Cliente,Resolvieron mi duda sobre la tarifa social con mucha paciencia y claridad @panaderia_centro #BuenaAtencion,1
275,2024-10-29,Cortes_Emergencia,"Tensión en 160V, se van a quemar todos los electrodomésticos @juanpablo_92 #BajaTension #CorteDeLuz",0
276,2024-08-06,Cortes_Emergencia,Destaco el compromiso de los trabajadores de guardia en plena madrugada en Las Flores @laura_estilista #EnergiaElectrica #ServicioRestablecido 💡🙌✅,1
277,2024-02-25,Cortes_Emergencia,Agradecido con la cuadrilla por cambiar el fusible del transformador tan rápido en San Francisco @juanpablo_92 #Eficiencia,1
278,2024-09-25,Cortes_Emergencia,"Tensión en 160V, se van a quemar todos los electrodomésticos... un desastre!! 👎😭",0
279,2024-06-01,Cortes_Programados,"Pésima planificación, siempre cortan los días de mayor calor... un desastre!! @panaderia_centro #ElectrinVerguenza #CorteDeLuz",0
280,2024-09-04,Obras_Mantenimiento,Luminarias nuevas apagadas desde el primer día que las instalaron en Barrio Sur @mariana_gomez,0
281,2024-04-13,Cortes_Programados,No avisaron con tiempo y se me descongeló toda la mercadería de la heladera en Los Aromos @juanpablo_92 #PésimoServicio ⚡❌🔌🚫🕯️,0
282,2024-04-29,Obras_Mantenimiento,Postes viejos de madera podridos que nunca reemplazan por columnas de hormigón en Zona Industrial 👎👎,0
283,2024-06-09,Facturacion_MediosPago,"La app para pagar con débito se cae siempre a fin de mes, da error de conexión en Las Flores... un desastre!! #EmergenciaElectrica",0
284,2024-06-18,Atencion_Cliente,El sistema de notificaciones por SMS te mantiene informado de todo el estado en Altos del Valle!!! @taller_mecanico #Eficiencia #IluminacionLED,1
285,2024-03-16,Obras_Mantenimiento,Mucho anuncio de obras e inversión en redes pero la tensión sigue cayendo a 180V en La Alborada @sofi_alvarez #ZonaAfectada #EmergenciaElectrica 😡,0
286,2024-03-20,Facturacion_MediosPago,"La app para pagar con débito se cae siempre a fin de mes, da error de conexión en San Cayetano #BajaTension 🔌🚫😤",0
287,2024-04-10,Obras_Mantenimiento,Rompieron la vereda recién hecha para pasar un cable y la dejaron sin revocar en Barrio Sur,0
288,2024-05-12,Obras_Mantenimiento,Hicieron zanjeo en la vereda para cambiar cables y dejaron el pozo abierto sin tapar en Santa Rita... un desastre!! #ElectrodomesticosRotos 🕯️ https://electrin.com.ar/info/8a7cc,0
289,2024-03-15,Facturacion_MediosPago,Imposible entender el desglose de conceptos e impuestos en la boleta en La Alborada... un desastre!! @dr_martinez,0
290,2024-10-30,Facturacion_MediosPago,Están cobrando consumo estimado en lugar de venir a tomar la lectura real del medidor en San Cayetano @comercio_local #Desastre #ZonaAfectada 👎,0
291,2024-02-24,Cortes_Programados,Información clara y transparente sobre las zonas afectadas y tiempos estimados en Villa Belgrano @dr_martinez #IluminacionLED #GraciasCuadrilla,1
292,2024-11-05,Cortes_Programados,"Otra vez cortan en pleno horario comercial, nos arruinan el trabajo en Palermo Viejo... un desastre!! @taller_mecanico #SinLuz #Desastre 😡",0
293,2024-02-11,Facturacion_MediosPago,"El código QR para pagar en la web no funciona, no valida el comprobante en Barrio Norte",0
294,2024-08-18,Facturacion_MediosPago,Excelente la opción de pago con QR interoperable y factura digital automática en Zona Industrial #ExcelenteServicio 💡✅💪,1
295,2024-05-26,Cortes_Programados,Se nota la mejora en la calidad y estabilidad de la tensión luego de los trabajos en San Cayetano ⚡,1
296,2024-09-10,Cortes_Programados,Siempre cortan en el mismo sector y las obras nunca se terminan #ElectrinVerguenza 🔌🚫,0
297,2024-08-08,Cortes_Programados,"Qué maravilla de servicio, justo en la final del partido nos dejan a oscuras 🤦‍♂️",0
298,2024-06-11,Atencion_Cliente,"Pésima gestión de reclamos, los empleados no tienen información actualizada en Barrio Sur... un desastre!! @claudia_v https://electrin.com.ar/info/7d320",0
299,2024-03-06,Facturacion_MediosPago,Facilidades de pago claras y acreditación inmediata del comprobante!!! #LuzEnElBarrio 👏⚡⚡,1
300,2024-03-06,Facturacion_MediosPago,Imposible entender el desglose de conceptos e impuestos en la boleta en San Francisco... un desastre!! @electrin_reclamos #QueremosLuz #ElectrinVerguenza,0
301,2024-04-03,Facturacion_MediosPago,Divino el calor que hace adentro de casa sin ventilador ni heladera en Barrio Centro... un desastre!! @diego_vecino #QueremosLuz 👎,0
302,2024-03-30,Cortes_Programados,"Un desastre la duración del corte, superó por el doble lo anunciado @mariana_gomez 👎🤦‍♂️😭",0
303,2024-11-10,Obras_Mantenimiento,Se corta la luz cada vez que intentan hacer una maniobra de mantenimiento en Palermo Viejo... un desastre!! https://electrin.com.ar/info/fa6f1,0
304,2024-09-26,Obras_Mantenimiento,Pedí la conexión de medidor para obra nueva hace tres meses y sigo esperando en Parque Residencial #EmergenciaElectrica 💔🕯️😤,0
305,2024-10-14,Facturacion_MediosPago,Reclamé por sobrefacturación y la única respuesta fue 'pague y después vemos'... un desastre!!,0
306,2024-04-30,Atencion_Cliente,El trámite de alta de suministro para comercio fue ágil y sin burocracia en Barrio Norte @comercio_local #Compromiso ⚡,1
307,2024-10-11,Cortes_Emergencia,"Poste de luz quebrado a punto de caer sobre una casa, vengan urgente en Barrio Centro @ferreteria_sur #BajaTension 😤",0
308,2024-06-14,Facturacion_MediosPago,Te cobran cargos fijos altísimos por un servicio que se corta todos los días en Costanera... un desastre!! #EmergenciaElectrica 😡💔,0
309,2024-06-26,Obras_Mantenimiento,"Una belleza de servicio técnico, vinieron, miraron el transformador y se fueron en Santa Rita... un desastre!! 💔🕯️⚡❌ https://electrin.com.ar/info/edfdd",0
310,2024-08-14,Cortes_Programados,"Divina la respuesta de soporte, me dijeron que compre un grupo electrógeno en Barrio Sur @claudia_v #BajaTension",0
311,2024-05-31,Facturacion_MediosPago,El sistema no reconoce el comprobante de pago de Pago Fácil... un desastre!! @ferreteria_sur 🤦‍♂️⚡❌💔 https://electrin.com.ar/info/dc930,0
312,2024-07-23,Facturacion_MediosPago,Tuvimos baja tensión un par de horas pero la respuesta de la guardia técnica fue muy buena en Barrio Centro #ElectrinResponde https://electrin.com.ar/info/1c999,1
313,2024-04-04,Atencion_Cliente,"Muy buena atención presencial en la sucursal, rápida y con turno ordenado en Altos del Valle @carlos_rodriguez #ObrasElectrin 👏😀",1
314,2024-04-27,Facturacion_MediosPago,El sistema no reconoce el comprobante de pago de Pago Fácil en Las Acacias #Desastre #PésimoServicio 🤬,0
315,2024-06-18,Obras_Mantenimiento,Felicitaciones por la nueva iluminación LED en toda la avenida principal en San Francisco #GraciasCuadrilla 🔝👍,1
316,2024-09-19,Cortes_Emergencia,Baja tensión constante que hace parpadear todas las luces y rompe motores en Parque Residencial 🕯️🤬,0
317,2024-10-10,Facturacion_MediosPago,Están cobrando consumo estimado en lugar de venir a tomar la lectura real del medidor... un desastre!! @claudia_v #PésimoServicio 🤬,0
318,2024-08-05,Atencion_Cliente,Falta total de empatía con los usuarios que necesitan luz para sus medicamentos 🤦‍♂️,0
319,2024-03-27,Cortes_Programados,No avisaron con tiempo y se me descongeló toda la mercadería de la heladera en San Francisco,0
320,2024-08-17,Cortes_Programados,Muchas gracias por cortar la luz justo cuando empezaba a cocinar la cena en Villa San Martín @lucas_martinez #Inoperantes #QueremosLuz 👎,0
321,2024-07-30,Facturacion_MediosPago,Un aplauso enorme para la cuadrilla que pasó mirando el poste y siguió de largo... un desastre!! @comercio_local ⚡❌⚡❌😭,0
322,2024-05-10,Facturacion_MediosPago,Muy buena la bonificación por ahorro de energía en el último bimestre!!! @vecinos_activos #ServicioRestablecido https://electrin.com.ar/info/60bc9,1
323,2024-11-09,Cortes_Emergencia,Muy atentos los técnicos que verificaron que la tensión en los domicilios sea correcta en Los Aromos!!! ⚡,1
324,2024-06-26,Cortes_Programados,"Un desastre la duración del corte, superó por el doble lo anunciado en Costanera @claudia_v ⚡❌🤬💔",0
325,2024-03-11,Facturacion_MediosPago,La factura digital llega siempre puntual al correo electrónico con recordatorio #LuzEnElBarrio #Compromiso,1
326,2024-11-01,Atencion_Cliente,"Una belleza de servicio técnico, vinieron, miraron el transformador y se fueron en Zona Industrial @claudia_v 🤬🤦‍♂️",0
327,2024-07-12,Facturacion_MediosPago,Te cobran cargos fijos altísimos por un servicio que se corta todos los días en Villa San Martín @claudia_v https://electrin.com.ar/info/16706,0
328,2024-06-03,Obras_Mantenimiento,Iluminación LED potente que brinda mucha más seguridad a los vecinos de noche en Villa Belgrano!!! 👍✅👏,1
329,2024-04-18,Atencion_Cliente,El sistema de notificaciones por SMS te mantiene informado de todo el estado en Costanera #ElectrinResponde 🌟😀,1
330,2024-02-14,Obras_Mantenimiento,Mucho anuncio de obras e inversión en redes pero la tensión sigue cayendo a 180V en San Francisco 👎,0
331,2024-07-29,Cortes_Programados,"Cumplieron con el horario exacto del corte programado, restablecieron antes de tiempo #GraciasCuadrilla 🌟👏",1
332,2024-07-13,Obras_Mantenimiento,Un aplauso enorme para la cuadrilla que pasó mirando el poste y siguió de largo... un desastre!! 👎🤦‍♂️😭 https://electrin.com.ar/info/a79c7,0
333,2024-06-30,Atencion_Cliente,El trámite de alta de suministro para comercio fue ágil y sin burocracia!!! @juanpablo_92 ⚡,1
334,2024-03-01,Obras_Mantenimiento,Muchas gracias por cortar la luz justo cuando empezaba a cocinar la cena en San Cayetano #PésimoServicio #ElectrodomesticosRotos 👎😤,0
335,2024-09-29,Obras_Mantenimiento,Rompen la calle para una obra que dura meses y no se ve ningún avance #QueremosLuz 😤🤬⚡❌,0
336,2024-04-21,Cortes_Emergencia,Llevamos más de 24 horas sin luz y no vino ninguna cuadrilla... un desastre!! @diego_vecino 😭🔌🚫 https://electrin.com.ar/info/4997d,0
337,2024-05-21,Obras_Mantenimiento,"Cuadrillas muy profesionales, dejaron la vereda perfectamente limpia y señalizada #ElectrinResponde 💡 https://electrin.com.ar/info/d350b",1
338,2024-03-01,Facturacion_MediosPago,Pagué la factura hace una semana y me siguen intimando con el aviso de corte... un desastre!! @ferreteria_sur 🕯️😡,0
339,2024-06-24,Atencion_Cliente,No contestan los mensajes directos de Instagram ni los correos de soporte en San Cayetano #CorteDeLuz 😭,0
340,2024-05-28,Atencion_Cliente,"Qué maravilla de servicio, justo en la final del partido nos dejan a oscuras en Santa Rita... un desastre!!",0
341,2024-01-23,Atencion_Cliente,Tuvimos baja tensión un par de horas pero la respuesta de la guardia técnica fue muy buena en Barrio Norte @diego_vecino #IluminacionLED #GraciasCuadrilla https://electrin.com.ar/info/ee01e,1
342,2024-11-28,Facturacion_MediosPago,"La app para pagar con débito se cae siempre a fin de mes, da error de conexión... un desastre!! @panaderia_centro #Inoperantes 🕯️👎 https://electrin.com.ar/info/4d576",0
343,2024-11-06,Cortes_Emergencia,Qué linda sorpresa el aumento del triple en la factura de este mes en Barrio Norte @electrin_reclamos 🤦‍♂️⚡❌,0
344,2024-11-07,Facturacion_MediosPago,No me envían la factura digital al mail y después cobran recargo por mora en Villa San Martín... un desastre!! @taller_mecanico #QueremosLuz #ElectrinVerguenza 😭,0
345,2024-10-13,Cortes_Programados,"Todo volvió a funcionar perfecto en el horario prometido, excelente servicio en Villa San Martín 🙌😀✅",1
346,2024-03-12,Cortes_Programados,Prometieron restablecer a las 14hs y seguimos esperando a oscuras @ferreteria_sur #BajaTension,0
347,2024-10-22,Cortes_Programados,Excelente que avisen con 48hs de anticipación con mapa claro de las zonas en Villa Belgrano #EnergiaElectrica 😀😀,1
348,2024-03-29,Cortes_Programados,Prometieron restablecer a las 14hs y seguimos esperando a oscuras #CorteDeLuz #Inoperantes 🕯️,0
349,2024-01-28,Cortes_Programados,Muy buena organización en las obras preventivas para evitar cortes en verano en Parque Residencial 💡 https://electrin.com.ar/info/4aecc,1
350,2024-06-18,Obras_Mantenimiento,Luminarias nuevas apagadas desde el primer día que las instalaron en Barrio Centro @vecinos_activos #Inoperantes #CorteDeLuz https://electrin.com.ar/info/44039,0
351,2024-01-25,Facturacion_MediosPago,"La app para pagar con débito se cae siempre a fin de mes, da error de conexión... un desastre!! 👎🤬💔 https://electrin.com.ar/info/bc652",0
352,2024-05-24,Cortes_Emergencia,"Poste de luz quebrado a punto de caer sobre una casa, vengan urgente en Villa San Martín... un desastre!! #EmergenciaElectrica 😡 https://electrin.com.ar/info/addfe",0
353,2024-11-20,Obras_Mantenimiento,Las obras de soterramiento de cables quedaron impecables y muy prolijas en San Francisco,1
354,2024-02-05,Facturacion_MediosPago,"Excelente el bot de atención, me repitió diez veces lo mismo sin solucionar nada en San Francisco",0
355,2024-03-16,Cortes_Programados,"Cumplieron con el horario exacto del corte programado, restablecieron antes de tiempo en Microcentro!!! 💪",1
356,2024-03-25,Atencion_Cliente,Trámite de cambio de titularidad rechazado tres veces sin explicar el motivo en Palermo Viejo 🔌🚫🔌🚫🕯️,0
357,2024-07-17,Obras_Mantenimiento,Mucho anuncio de obras e inversión en redes pero la tensión sigue cayendo a 180V en Microcentro 😤,0
358,2024-03-23,Cortes_Programados,El mapa que publicaron no coincide con la zona que realmente cortaron... un desastre!! @laura_estilista #QueremosLuz #ZonaAfectada 🕯️ https://electrin.com.ar/info/db268,0
